pmid,first_affiliation_short,country,region
39632098,"Department of Radiology, The Second Affiliated Hospital of Guangzhou Medical University, Guangzhou, Guangdong, China.",China,East Asia
38518673,"Faculty of Medical Sciences, Newcastle University, Newcastle-Upon-Tyne NE1 7RU, United Kingdom.",United Kingdom,Western Europe
36271252,"Department of Urology, Gangnam Severance Hospital, Yonsei University College of Medicine, 211 Eonju-Ro, Gangnam-Gu, Seoul, 06273, Republic of Korea.",South Korea,East Asia
35585603,"Faculty of Economics and Business, University of Groningen, Groningen, The Netherlands. albert.boonstra@rug.nl.",Netherlands,Western Europe
41243690,"Department of Anaesthesiology and Pain Medicine, Inselspital, Bern University Hospital, Bern, Switzerland.",Switzerland,Western Europe
39278578,"Renal Research Institute, RRI, New York, New York. Electronic address: Lin.Chun.Wang@rriny.com.",USA,North America
40769193,"Participatory eHealth & Health data Research Group, Department of Women's and Children's Health, Uppsala University, MTC-huset, Dag Hammarskjölds väg 14B, 1 tr, Uppsala, 752 37, Sweden, 46 184710000.",Sweden,Western Europe
40983876,"School of Information Science and Engineering, Lanzhou University, Lanzhou, China.",China,East Asia
37548817,"Department of Medicine, Karachi Medical and Dental College, North Nazimabad Town, Karachi, 74700, Pakistan.",Pakistan,South/Southeast Asia
39581383,"Tel-Aviv University, Faculty of Medicine, Israel. Electronic address: mahmudomar@mail.tau.ac.il.",Israel,Middle East / North Africa
40859876,"Safety and Microbiology Lab, AMOREPACIFIC R&I Center, Gyeonggi-do, South Korea.",South Korea,East Asia
36832231,"Annalise.ai, Sydney, NSW 2000, Australia.",Australia,Latin America / Oceania
40705341,"Kaiser Permanente Washington, Seattle.",USA,North America
37155000,"Academic Radiology, Department of Translational Research and of New Surgical and Medical Technology, University of Pisa, Pisa, Italy.",Italy,Western Europe
41678173,"Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts.",USA,North America
37161504,"School of Sport Medicine and Rehabilitation, Beijing Sport University, Beijing.",,Unknown
35199063,"Department of Computer Science and Technology, University of Cambridge, CB3 0FD Cambridge, UK.",United Kingdom,Western Europe
38404014,"Federal University of São Paulo, São Paulo, Brazil.",Brazil,Latin America / Oceania
39719573,"School of Pharmacy, University of Washington, 1959 NE Pacific Street, Box 357630, Seattle, WA, 98195, USA.",USA,North America
41474993,,,Unknown
40986888,"Division of Hospital Medicine, Perelman School of Medicine, Department of Medicine, University of Pennsylvania, 3400 Spruce St, Philadelphia, PA, 19147, United States, 1 2155191670.",USA,North America
37510487,"Department of Physiology, College of Medicine, King Saud University, Riyadh 11461, Saudi Arabia.",Saudi Arabia,Middle East / North Africa
41791232,"College of Health Solutions, Arizona State University, Phoenix, AZ, United States of America.",USA,North America
37441734,"Aetion, Inc., New York, New York, USA.",USA,North America
31298274,"Melbourne School of Population and Global Health, University of Melbourne, Melbourne, Victoria, Australia.",Australia,Latin America / Oceania
34813611,"MSk Lab, Sir Michael Uren Hub, Imperial College London, London, United Kingdom.",United Kingdom,Western Europe
41032884,"Kyono ART Clinic Takanawa, Takanawa Court 5F, 3-13-1 Takanawa, Minato-ku, Tokyo, 108-0074, Japan, 81 364084708, 81 364084702.",Japan,East Asia
41640508,"Loyola University Chicago, Chicago, IL USA.",USA,North America
36538386,"From Paige (Raciti, Sue, Retamero, Ceballos, Godrich, Kunz, Casson, Thiagarajan, Ebrahimzadeh, Viret, Lee, Schüffler, Gulturk, Kanan, Rothrock, Klimstra, Fuchs), New York, New York.",USA,North America
38790444,"Department of Experimental Audiology, World Hearing Center, Institute of Physiology and Pathology of Hearing, 05-830 Kajetany, Poland.",Poland,Eastern Europe
39724913,"Department of Radiology and Medical Informatics, University of Geneva, 1202 Geneva, Switzerland.",Switzerland,Western Europe
41264663,"Department of Health and Functioning, Western Norway University of Applied Sciences, Bergen, Norway.",Norway,Western Europe
40149998,"Department of Maxillofacial Surgery and Diagnostic Sciences, College of Dentistry, Jazan University, Jazan 45142, Saudi Arabia.",Saudi Arabia,Middle East / North Africa
40865964,"Koç University School of Nursing, Istanbul, Türkiye.",Turkey,Middle East / North Africa
40168182,"Author Affiliations: School of Nursing, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong, China (Drs Maggie Mee Kie Chan, Engle Angela Chan, and Yorke); School of Nursing, LKS Facult",Hong Kong,East Asia
39759322,"California University of Science and Medicine, 1501 Violet St, Colton, Ca, 92324, USA.",USA,North America
37221382,"Department of Population Health Sciences, Weill Cornell Medicine, New York, NY, USA. yip4002@med.cornell.edu.",USA,North America
37517980,"Department of Orthopedics, Royal Orthopedic Hospital, Birmingham, UK. Electronic address: Ahmed.saad3@nhs.net.",United Kingdom,Western Europe
39837727,"Department of Medical Physics, Memorial Sloan Kettering Cancer Center, USA. Electronic address: thorm@mskcc.org.",USA,North America
41894996,"Department of Nursing, College of Dentistry and Health Sciences, Fujairah University, United Arab Emirates; Department of Pediatric Nursing, Faculty of Nursing- Beni-Suef University, Egypt. Electronic",UAE,Middle East / North Africa
37616504,"Department of Surgery, Division of Abdominal Transplant, Stanford University Medical Center, Stanford, California, USA.",USA,North America
37939643,"Department of Plastic Surgery, University of Pittsburgh Medical Center, 1350 Locust Street, G103, Pittsburgh, PA 15219, United States.",USA,North America
41108711,"Department of Transplant Surgery, Mita Hospital, International University of Health and Welfare, Minato, Japan, kiwadoh@gmail.com.",Japan,East Asia
41642151,,,Unknown
33868620,"Department of Anesthesiology, Tianjin Medical University Cancer Institute and Hospital, National Clinical Research Center of Cancer, Tianjin 300060, China.",China,East Asia
34605964,"Department of Radiology, Cincinnati Children's Hospital Medical Center, 3333 Burnet Avenue, MLC 5031, Cincinnati, OH, 45229, USA.",USA,North America
33167043,"Wellcome/EPSRC Centre for Interventional & Surgical Sciences, University College London, London, UK.",United Kingdom,Western Europe
39626166,"Section of Cardiovascular Medicine, School of Medicine, Yale University, New Haven, CT, USA.",USA,North America
40910118,"Department of Computer Science, Lahore Leads University, Lahore, Pakistan.",Pakistan,South/Southeast Asia
39179856,"National Center for Tumor Diseases (NCT), Heidelberg University Hospital, Heidelberg, Germany. jakob-nikolas.kather@alumni.dkfz.de.",Germany,Western Europe
40575261,"Reproductive Medicine Center, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,East Asia
41257033,"Faculty of Information Science and Technology (FIST), Multimedia University, Melaka, Malaysia.",Malaysia,South/Southeast Asia
35548919,"Ted Rogers School of Information Technology Management, 7984Ryerson University, Toronto, ON, Canada.",Canada,North America
40654125,"Department of Information Science, University of North Texas, Denton, Texas, USA.",USA,North America
40298602,"From the Stanford Center for Artificial Intelligence in Medicine and Imaging, Palo Alto, Calif (C.B., D.V.V., C.P.L., S.G., A.C.); Institute for Diagnostic and Interventional Radiology, University Hos",Switzerland,Western Europe
36142600,"College of Pharmacy, University of Illinois, Chicago, IL 60612, USA.",USA,North America
40159380,"Department of Brain Oncology, Hefei Cancer Hospital, Chinese Academy of Sciences, Hefei, P. R. China.",China,East Asia
37499478,"Department of Radiology, Kanazawa University Graduate School of Medical Science, 1-13 Takaramachi, Kanazawa City, Ishikawa Prefecture 920-8641, Japan; Department of Radiology, University of Occupation",Japan,East Asia
41466246,"Department of Pediatric Dentistry, Faculty of Dentistry, Kahramanmaras Sutcu Imam University, Onikisubat, Kahramanmaras, Türkiye. kubrabaskan@ksu.edu.tr.",Turkey,Middle East / North Africa
40756816,"Laboratory of Cellular and Molecular Immunology, College of Medicine, The Gavin Herbert Eye Institute, University of California, Irvine, Irvine, CA, United States.",USA,North America
38049066,,,Unknown
37848163,"Department of Computing Mathematics, Manchester Metropolitan University, John Dalton Building, Manchester M1 5GD, UK. Electronic address: bill.cassidy@stu.mmu.ac.uk.",United Kingdom,Western Europe
40702980,"Department of Psychology, Counselling and Therapy, https://ror.org/01rxfrp27La Trobe University, Melbourne, VIC, Australia.",Australia,Latin America / Oceania
38807455,"Faculdade de Odontologia de Piracicaba, Universidade Estadual de Campinas (FOP-UNICAMP), Piracicaba, Brazil.",Brazil,Latin America / Oceania
40566705,"Institute for Artificial Intelligence, Peking University, Beijing, China.",China,East Asia
41687417,"Centre of Diagnostic Imaging, Therapeutic and Investigative Studies (CODTIS), Faculty of Health Sciences, The National University of Malaysia (UKM), 50300 Kuala Lumpur, Malaysia; Department of Imaging",Malaysia,South/Southeast Asia
38492008,"Research Committee, Young Otolaryngologists of the International Federation of Otorhinolaryngological Societies (IFOS), Paris, France. Jerome.Lechien@umons.ac.be.",France,Western Europe
41751617,"Department of Human Sciences and Quality of Life Promotion, San Raffaele Open University, Via di Val Cannuta 247, 00166 Rome, Italy.",Italy,Western Europe
35032183,"Department of Radiology and Nuclear Medicine, Erasmus MC, University Medical Center Rotterdam, PO Box 2040, Rotterdam, 3000 CA, the Netherlands.",Netherlands,Western Europe
34979114,"School of Nursing, Jilin University, Changchun, Jilin, China.",China,East Asia
37346619,"Department of Cybernetics and Artificial Intelligence, Technical University in Kosice, Kosice, Slovakia.",Slovakia,Eastern Europe
39921480,"SEED Lifespan Strategic Research Centre, School of Psychology, Faculty of Health, Deakin University, Geelong, Victoria, Australia.",Australia,Latin America / Oceania
41275455,"Department of Radiology, LMU University Hospital, LMU Munich, Munich, Germany. maurice.heimer@med.uni-muenchen.de.",Germany,Western Europe
37871032,"Medical College of Georgia, Augusta University, Augusta, GA.",USA,North America
40651009,"College of Medicine, Alfaisal University, Riyadh, Kingdom of Saudi Arabia.",Saudi Arabia,Middle East / North Africa
41338040,"School of Public Health, Department of Public Health, Experimental and Forensic Medicine, University of Pavia, Pavia, Italy; PhD National Programme in One Health approaches to infectious diseases and ",Italy,Western Europe
40889122,"Department of Psychology, Louisiana State University, Baton Rouge, LA, USA.",USA,North America
40661856,"Sleep Medicine Center & Department of Otolaryngology, Head and Neck Surgery, University Medical Center Mainz, Mainz, Germany.",Germany,Western Europe
36342705,"Yale School of Medicine, New Haven, Connecticut.",USA,North America
38070128,"Department of Medicine and Surgery, University of Milano-Bicocca, Monza, Italy.",Italy,Western Europe
41813238,"Department of Electronic and Computer Engineering, University of Limerick, Castletroy, Limerick, V94 T9PX, Ireland, 353 61 202700.",Ireland,Western Europe
37017091,"Division of Pulmonary, Allergy, and Critical Care, Department of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania, USA.",USA,North America
40323616,"Bakar Computational Health Sciences Institute, University of California San Francisco.",USA,North America
39794874,"Assistant Executive Director of Nursing and Midwifery Research Nursing and Midwifery Research Department, Hamad Medical Corporation, Doha, Qatar.",Qatar,Middle East / North Africa
37377362,"Department of Diagnostic Radiology, Graduate School of Medical Sciences, Kumamoto University, 1-1-1, Honjo, Chuo-ku, Kumamoto 860-8556, Japan.",Japan,East Asia
40648818,"AITRICS Corporation, Seoul 06221, Republic of Korea.",South Korea,East Asia
36202957,"Division of Gastroenterology and Hepatology, Maastricht University Medical Center, Maastricht, The Netherlands. q.vanderzander@maastrichtuniversity.nl.",Netherlands,Western Europe
37453451,"Institute of the History, Philosophy and Ethics of Medicine, Faculty of Medicine, Ulm University, Ulm, Germany; kbo-Isar-Amper-Klinikum Region München, München-Haar, Germany. Electronic address: tobia",Germany,Western Europe
36187670,"Luodian Clinical Drug Research Center, Shanghai Baoshan Luodian Hospital, Shanghai University, Shanghai, China.",China,East Asia
38897721,"Ted Rogers School of Information Technology Management, Toronto Metropolitan University, Toronto, ON, Canada.",Canada,North America
39302528,"Glickman Urological and Kidney Institute, Cleveland Clinic, Cleveland, OH, USA.",USA,North America
40836950,"Department of Biostatistics, The Mailman School of Public Health, Columbia University, New York 10032, NY, USA.",USA,North America
36477587,"Department of Dermatology, Erasmus MC Cancer Institute, University Medical Center Rotterdam, Doctor Molewaterplein 40, 3015 GD, Rotterdam, The Netherlands.",Netherlands,Western Europe
39425151,"Department of Nursing, College of Health Sciences, University of Sharjah, Sharjah, UAE. wbaniissa@sharjah.ac.ae.",UAE,Middle East / North Africa
39936867,"Sinclair School of Nursing, University of Missouri, Columbia, Missouri.",USA,North America
36990778,"Department of Cardiovascular Medicine, Gifu Heart Center.",,Unknown
37971798,"Center for Biomedical Ethics, Stanford University School of Medicine, Stanford, CA, United States.",USA,North America
39947783,"Paediatric Dentistry, UWA Dental School, The University of Western Australia, Perth, Australia. Electronic address: lyndon.abbott@uwa.edu.au.",Australia,Latin America / Oceania
41103258,"Department of Orthopedic Surgery, Balgrist University Hospital, University of Zürich, Zurich, Switzerland.",Switzerland,Western Europe
37782135,"Department of Otolaryngology/Head and Neck Surgery, Prince of Wales Hospital, Randwick, Australia.",Australia,Latin America / Oceania
41963506,"Department of Restorative Dentistry and Prosthodontics, College of Dentistry, Majmaah University, 11952, Al-Majmaah, Saudi Arabia. angel@mu.edu.sa.",Saudi Arabia,Middle East / North Africa
38521092,"From the Joint Department of Medical Imaging (A.B., M.N.), University Health Network, University of Toronto, Toronto, Ontario, Canada alexandre.boutet@uhn.ca.",Canada,North America
35470252,"University College London Hospitals NHS Foundation Trust, London, UK.",United Kingdom,Western Europe
41636690,"Computational Neurology, Department of Neurology, Charité-Universitätsmedizin Berlin, Berlin, Germany.",Germany,Western Europe
41361233,"Department of Medicine, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Republic of Korea.",South Korea,East Asia
40103796,"The First Clinical Medical College, Gannan Medical University, Ganzhou City, Jiangxi, China.",China,East Asia
40399892,"Pediatric Dentistry, Faculty of Dentistry, October University for Modern Sciences and Arts, Cairo, Egypt. niezz@msa.edu.eg.",Egypt,Middle East / North Africa
37869306,"Department of Radiology, Severance Hospital, Research Institute of Radiological Science, Center for Clinical Imaging Data Science, Yonsei University College of Medicine, Seoul, Korea.",South Korea,East Asia
38763093,"Siemens Healthineers AG, Siemensstrasse 3, 91301 Forchheim, Germany. Electronic address: anna.rasche@siemens-healthineers.com.",Germany,Western Europe
36361089,"Department of Human & Clinical Anatomy, College of Medicine & Health Sciences, Sultan Qaboos University, Al Khoud, Muscat 123, Oman.",Oman,Middle East / North Africa
41487618,"Business School, University of Shanghai for Science and Technology, Shanghai, China.",China,East Asia
41655362,"Centre for Appearance Research, School of Social Sciences, College of Health, Science and Society, University of the West of England, Bristol, United Kingdom. Electronic address: Nadia.craddock@uwe.ac",United Kingdom,Western Europe
41479749,"Chronic Liver Disease Center, The Affiliated Yangming Hospital of Ningbo University (Yuyao People's Hospital), Ningbo 315400, Zhejiang Province, China.",China,East Asia
33983500,"New York University Grossman School of Medicine, New York University, New York, NY, 10016, USA. jan.fritz@nyulangone.org.",USA,North America
41681806,"University and Emergency Hospital of Bucharest, 050098 Bucharest, Romania.",Romania,Eastern Europe
41213636,"Mellen Center for Multiple Sclerosis Treatment and Research, Cleveland Clinic, Cleveland, Ohio, United States.",USA,North America
40319544,"Department of Psychiatry, Trinity College Dublin, Trinity Centre for Health Sciences, Tallaght University Hospital, Tallaght 24, Dublin D24 NR0A, Ireland. Electronic address: brendan.kelly@tcd.ie.",Ireland,Western Europe
41366422,"Department of Medical Humanities and Ethics, College of Medicine, Hanyang University, 222, Wangsimni-ro, Seongdong-gu, Seoul, 04763, Korea.",South Korea,East Asia
37717548,"Department of Psychiatry and Biobehavioral Sciences at the David Geffen School of Medicine, University of California, Los Angeles, 760 Westwood Plaza, Los Angeles, CA, U.S.A.. Electronic address: mich",USA,North America
41615479,"Kayseri Faculty of Medicine, Department of Urology, Health Sciences University, Kayseri, Türkiye. burak.elmaagac@sbu.edu.tr.",Turkey,Middle East / North Africa
39490358,"Department of Orthodontics, Faculty of Dentistry, Assiut University, Assiut, Egypt.",Egypt,Middle East / North Africa
38032001,"Department of Ophthalmology University Hospital, LMU Munich, Munich, Germany.",Germany,Western Europe
41464253,"Division of Trauma, Critical Care, and General Surgery, Department of Surgery, Mayo Clinic, 200 1st St. SW, Rochester, MN 55905, USA.",USA,North America
41926317,"Faculty of Medicine, University of Ottawa, Ottawa, ON, Canada.",Canada,North America
40676128,"Department of Cardiology, İstanbul Mehmet Akif Ersoy Thoracic and Cardiovascular Surgery Training and Research Hospital, 34303, İstanbul, Türkiye, Turkey.",Turkey,Middle East / North Africa
41326273,"Dental Hygiene Department Idaho State University Pocatello, ID, USA Alexistroy@isu.edu.",USA,North America
41491181,"Department of Complementary Medicine, University of Johannesburg, Johannesburg, South Africa.",South Africa,Sub-Saharan Africa
39532572,"Department of Health Communication, Graduate School of Medicine, The University of Tokyo, Bunkyo, Tokyo, Japan. Electronic address: liumingxin98@g.ecc.u-tokyo.ac.jp.",Japan,East Asia
38576308,"College of Computing and Information Sciences, University of Technology and Applied Sciences, P.O. Box: 135, Suhar 311, Sultanate of Oman, Oman.",Oman,Middle East / North Africa
40275308,"Provincial Key Laboratory of Intelligent Medical Care and Elderly Health Management, Chengdu Medical College, Chengdu, China.",China,East Asia
42026370,"Erasmus School of Health Policy and Management (ESHPM), Erasmus University Rotterdam, Bayle Building, Burgemeester Oudlaan 50, Rotterdam, 3062PA, The Netherlands. kerimoglu@eshpm.eur.nl.",Netherlands,Western Europe
40022960,"Larkin Community Hospital, Department of Orthopaedic Surgery, South Miami, FL, USA; Hospital for Special Surgery, West Palm Beach, FL, USA.",USA,North America
41572856,"Department of Orthodontics, Izmir Tinaztepe University, Izmir, Türkiye.",Turkey,Middle East / North Africa
38460841,"Department of Diagnostic and Interventional Radiology, University Hospital Bonn, Venusberg-Campus 1, 53127 Bonn, Germany; Quantitative Imaging Lab Bonn (QILaB), University Hospital Bonn, Venusberg-Cam",Germany,Western Europe
37353146,"Department of Psychiatry, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA; Leonard Davis Institute of Health Economics, University of Pennsylvania, Philadelphia, PA. Electron",USA,North America
38199604,"Department of Psychology and Educational Counseling, The Center for Psychobiological Research, Max Stern Yezreel Valley College, Yezreel Valley, Israel zohare@yvc.ac.il.",Israel,Middle East / North Africa
40328639,"Department of Biomedical Sciences, Humanitas University, Pieve Emanuele, Italy.",Italy,Western Europe
37343909,"Division of Cardiothoracic Surgery, Heart and Vascular Institute, HonorHealth, Scottsdale, Ariz. Electronic address: zkhalpey@honorhealth.com.",,Unknown
40150453,"Department for Pathophysiology, School of Medicine, University of Split, 21000 Split, Croatia.",Croatia,Eastern Europe
35480146,"Computer Science and Engineering Department, Faculty of Engineering, Qatar University, Doha, Qatar.",Qatar,Middle East / North Africa
36582789,"Department of Radiology, The Clatterbridge Cancer Liverpool, Liverpool, United Kingdom.",United Kingdom,Western Europe
38472429,"Department of Radiology and Imaging, Hospital for Special Surgery, 535 E 70th Street, New York, NY, 10021, USA. frederikabel@gmx.net.",USA,North America
33100030,"The Jesse Z and Sara Lea Shafer Institute for Endocrinology and Diabetes, National Center for Childhood Diabetes, Schneider Children's Medical Center of Israel, Petah, Tikva, Israel.",Israel,Middle East / North Africa
40304793,"Department of Biomedical and Dental Sciences and Morphological and Functional Imaging, University of Messina, Messina, Italy. Simonasantonocito.93@gmail.com.",Italy,Western Europe
40745627,"Center for Epidemic Interventions Research, Norwegian Institute of Public Health, Oslo, Norway. cjro@fhi.no.",Norway,Western Europe
40885838,"State Key Laboratory of Oral Diseases & National Center for Stomatology & National Clinical Research Center for Oral Diseases & Frontier Innovation Center for Dental Medicine Plus, Department of Oral ",China,East Asia
38388516,"Department of Clinical Physiology and Nuclear Medicine, Rigshospitalet, University of Copenhagen, Copenhagen, Denmark; dkov0001@regionh.dk.",Denmark,Western Europe
40456383,"Department of Endodontics, Faculty of Dentistry, Taif University, Taif, Saudi Arabia; Department of Endodontics, Centre for Oral, Clinical and Translational Sciences, Faculty of Dentistry, Oral & Cran",Saudi Arabia,Middle East / North Africa
37148260,"NYU Grossman School of Medicine, NYU Langone Health, New York, NY, USA.",USA,North America
40301668,"Instituto de Efectividad Clínica y Sanitaria (IECS), Buenos Aires, Argentina. aciapponi@iecs.org.ar.",Argentina,Latin America / Oceania
40913664,"Department of Women's and Children's Health, University of Padova, Padua, Italy. ducimiriam@gmail.com.",Italy,Western Europe
40955776,"Department of Medical Informatics, West China Hospital, Sichuan University, Chengdu, China.",China,East Asia
39577145,"Department of Women's Anaesthesia, KK Women's and Children's Hospital, Singapore. Electronic address: aaron.kong.y.h@singhealth.com.sg.",Singapore,East Asia
40220747,"Intelliphecy Center for Systems Medicine, Intelliphecy, Shenzhen, China. Electronic address: x.huang@intelliphecy.com.",China,East Asia
40239213,"Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, United States.",USA,North America
39407089,"Department of Ophthalmology, Başakşehir Çam Sakura City Hospital, Istanbul, Turkey.",Turkey,Middle East / North Africa
36548872,"Department of Cariology and Endodontics, Section for Clinical Oral Microbiology, Faculty of Health and Medical Sciences, Department of Odontology, University of Copenhagen, Copenhagen, Denmark.",Denmark,Western Europe
34011448,"Department of Anesthesiology & Critical Care, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA; Penn Center for Perioperative Outcomes Research and Transformation (CPORT",USA,North America
38504014,,,Unknown
35091395,"OxSTaR, University of Oxford, Oxford, UK james.bowness@jesus.ox.ac.uk.",United Kingdom,Western Europe
35857865,"Department of Rheumatology and Department of Clinical Pharmacology and Therapeutics, Austin Health, Victoria, Melbourne, Australia, and Centre for Digital Transformation of Health and School of Comput",Australia,Latin America / Oceania
40632794,"CIC INSERM 1424, Centre Hospitalier de Cayenne, French Guiana, France.",France,Western Europe
33960666,"Department of Computer Science, University College London, London, UK.",United Kingdom,Western Europe
37043716,"Associate Professor (Dr Sun), Department of Advanced Practice Registered Nurse Studies, and Associate Professor (Dr Hoelscher), Department of Leadership Studies-Program Director MSN Informatics, Texas",USA,North America
38822561,"Department of Endodontics, University of Pennsylvania, Philadelphia, PA, USA.",USA,North America
37532584,"Department of Diagnostic and Interventional Radiology, Hokkaido University Hospital.",,Unknown
38963591,"Faculty of Medicine and Life Sciences, Hasselt University, LCRC, Agoralaan, Diepenbeek, 3590, Belgium. Benjamin.peters@jessazh.be.",Belgium,Western Europe
41757837,,,Unknown
41168799,"Department of Pathology, National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, 100021, Chi",China,East Asia
38682165,"Heart Center, UZ Ghent, Corneel Heymanslaan 10, 9000 Ghent, Belgium.",Belgium,Western Europe
37196818,"Neuroradiology Section Head, Lahey Hospital and Medical Center, Burlington, Massachusetts.",USA,North America
40119714,"R. Ken Coit College of Pharmacy, University of Arizona, Tucson, AZ, USA.",USA,North America
41631018,"Department of Plastic and Reconstructive Surgery, Örebro University Hospital, Örebro, Sweden.",Sweden,Western Europe
39916325,"NOVA School of Law, NOVA University, Lisbon, Portugal.",Portugal,Western Europe
39110014,"Department of Ophthalmology, Bangalore Medical College and Research Institute, Bangalore, India.",India,South/Southeast Asia
38179643,"Private Academic Consultant, Samraong, Cambodia. amnuaykleebai@gmail.com.",Cambodia,South/Southeast Asia
41594324,"GE HealthCare, 80807 Munich, Germany.",Germany,Western Europe
38624098,"Department of Dermatology, Mayo Clinic, Rochester, Minnesota.",USA,North America
34513616,"Department of Pharmaceutics, Manipal College of Pharmaceutical Sciences, Manipal Academy of Higher Education, Manipal, Karnataka 576 104, India.",India,South/Southeast Asia
36696602,"Department of Pathology, Massachusetts General Hospital/Harvard Medical, Boston, MA, USA.",USA,North America
39962755,"Department of Radiation Oncology, WellSpan Health, Chambersburg, Pennsylvania, USA.",USA,North America
39561363,"Centre for Quantitative Medicine, Duke-NUS Medical School, Singapore, Singapore.",Singapore,East Asia
35015180,"Department of Radiology, Research Institute of Radiological Science and Center for Clinical Imaging Data Science, Yongin Severance Hospital, Yonsei University College of Medicine, Yongin, Gyeonggi-do,",South Korea,East Asia
39422586,"Department of Conservative Dentistry and Oral Health, Riga Stradins University, Riga, Latvia.",Latvia,Eastern Europe
38108178,,,Unknown
34046918,"Department of Philosophy and Department of Clinical Medicine, Macquarie University, Sydney, New South Wales, Australia.",Australia,Latin America / Oceania
39079602,"Institute for Diagnostic and Interventional Radiology, Faculty of Medicine and University Hospital Cologne, University of Cologne, Cologne, Germany. Electronic address: kenan.kaya@uk-koeln.de.",Germany,Western Europe
41251145,"Department of Education and Lifelong Learning, Faculty of Social and Educational Sciences, Norwegian University of Science and Technology, Trondheim, Norway.",Norway,Western Europe
39379939,"Department of Pharmacy, Faculty of Pharmacy, The Islamia University of Bahawalpur, Punjab, Pakistan.",Pakistan,South/Southeast Asia
35207566,"Section of Cardiology, Baylor College of Medicine, Houston, TX 77030, USA.",USA,North America
33911463,"Department of Thoracic Surgery, The Central Hospital of Wuhan, Tongji Medical College, Huazhong University of Science and Technology, Wuhan 430011, Hubei Province, China. liuyong7575@163.com.",China,East Asia
41742661,"Precision Neuropsychology, PLLC, McLean, VA, USA.",USA,North America
33978240,"Department of Radiation Oncology (MAASTRO), GROW School for Oncology and Developmental Biology, Maastricht University Medical Centre+, Maastricht, 6229 ET, The Netherlands.",Netherlands,Western Europe
36441163,Departments of Gastroenterology and Hepatology.,,Unknown
41329579,,,Unknown
39283381,Stanford University School of Medicine.,,Unknown
37157833,"University Hospital of Wales, School of Medicine, Cardiff University, Heath Park, Cardiff, U.K.",United Kingdom,Western Europe
40536150,"Registered nurse, Centro Escolar University, Manila, Phillippines.",,Unknown
38362184,Division of Otolaryngology-Head and Neck Surgery Children's National Hospital Washington District of Columbia USA.,USA,North America
38638404,"Department of Nephrology, Mayo Clinic Minnesota, Rochester, MN, USA.",USA,North America
41696080,"Department of Nuclear Medicine and PET Center, China Medical University Hospital, Taichung.",China,East Asia
42064322,"Department of Orthopaedic Surgery, University of California, San Francisco, CA 94143, United States.",USA,North America
41915701,"Department of Future Health System, Singapore General Hospital, 1 Hospital Blvd, SingHealth Tower, Singapore, Singapore.",Singapore,East Asia
40234019,"Centre for Trauma Sciences, Queen Mary University of London Blizard Institute, London, UK Max.Marsden1@nhs.net.",United Kingdom,Western Europe
35357976,"6657Bournemouth University, Poole, UK.",United Kingdom,Western Europe
34470057,"Program in Child Health Evaluative Sciences, The Hospital for Sick Children, Toronto, Canada.",Canada,North America
41570307,"Center for Artificial Intelligence in Medicine, Chang Gung Memorial Hospital, Taoyuan, Taiwan.",Taiwan,East Asia
40048870,"Department of Radiology, the First Affiliated Hospital of Zhengzhou University, 1 Jianshe East Road, Zhengzhou, 450052, China.",China,East Asia
41537664,"Division of Pulmonary, Allergy, and Critical Care Medicine, Department of Medicine, University of Pennsylvania, Philadelphia, PA.",USA,North America
37897346,"Department of General Practice & Nursing Science, Julius Center for Health Sciences and Primary Care, University Medical Center Utrecht, Utrecht University, Utrecht, The Netherlands.",Netherlands,Western Europe
41251552,"Department of Radiology, Northwestern Memorial Hospital, 676 N Saint Clair St, Arkes Family Pavilion Ste 800, Chicago, IL 60611.",USA,North America
37828411,"CAS Key Laboratory of Molecular Imaging, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China.",China,East Asia
41202494,"Faculty of Health Sciences, University of Maribor, Maribor 2000, Slovenia.",Slovenia,Eastern Europe
38690313,"Department of Ophthalmology, Byers Eye Institute, Stanford University, Palo Alto, California.",USA,North America
40377238,"HCA Healthcare/USF Morsani College of Medicine GME-HCA Florida Largo Hospital, Largo, Florida.",USA,North America
41968951,St. Paul's Hospital.,,Unknown
40038550,"Stanford Biomedical Informatics Research, Stanford University, Stanford, CA, USA. ethangoh@stanford.edu.",USA,North America
40036557,,,Unknown
37724044,"Centre for Ethics in Medicine, University of Bristol Medical School, Bristol, UK.",United Kingdom,Western Europe
35300850,"Affiliate Assistant Professor Graduate Prosthodontics, Department of Restorative Dentistry, School of Dentistry, University of Washington, Seattle, Wash; Director of Research and Digital Dentistry, Ko",USA,North America
37013924,"Division of Liver Diseases, Department of Medicine, Icahn School of Medicine at Mount Sinai, New York, New York, USA.",USA,North America
