my_label,pmid,year,pub_date,title,abstract,journal,first_author,doi,sjr_quartile,journal_abbr,pub_type,first_affiliation,haiku_label,haiku_conf
application,37982274,2023,2023 Nov,Validation of an Integrated Genetic-Epigenetic Test for the Assessment of Coronary Heart Disease.,"BACKGROUND: Coronary heart disease (CHD) is the leading cause of death in the world. Unfortunately, many of the key diagnostic tools for CHD are insensitive, invasive, and costly; require significant specialized infrastructure investments; and do not provide information to guide postdiagnosis therapy. In prior work using data from the Framingham Heart Study, we provided in silico evidence that integrated genetic-epigenetic tools may provide a new avenue for assessing CHD. METHODS AND RESULTS: In this communication, we use an improved machine learning approach and data from 2 additional cohorts, totaling 449 cases and 2067 controls, to develop a better model for ascertaining symptomatic CHD. Using the DNA from the 2 new cohorts, we translate and validate the in silico findings into an artificial intelligence-guided, clinically implementable method that uses input from 6 methylation-sensitive digital polymerase chain reaction and 10 genotyping assays. Using this method, the overall average area under the curve, sensitivity, and specificity in the 3 test cohorts is 82%, 79%, and 76%, respectively. Analysis of targeted cytosine-phospho-guanine loci shows that they map to key risk pathways involved in atherosclerosis that suggest specific therapeutic approaches. CONCLUSIONS: We conclude that this scalable integrated genetic-epigenetic approach is useful for the diagnosis of symptomatic CHD, performs favorably as compared with many existing methods, and may provide personalized insight to CHD therapy. Furthermore, given the dynamic nature of DNA methylation and the ease of methylation-sensitive digital polymerase chain reaction methodologies, these findings may pave a pathway for precision epigenetic approaches for monitoring CHD treatment response.",Journal of the American Heart Association,Philibert Robert,10.1002/ajmg.b.32636,Q1,J Am Heart Assoc,"Journal Article; Validation Study; Research Support, Non-U.S. Gov't",Cardio Diagnostics Inc Chicago IL USA.,application,high
application,37720936,2023,2023 Dec,Deep learning using computed tomography to identify high-risk patients for acute small bowel obstruction: development and validation of a prediction model : a retrospective cohort study.,"OBJECTIVE: To build a novel classifier using an optimized 3D-convolutional neural network for predicting high-grade small bowel obstruction (HGSBO). SUMMARY BACKGROUND DATA: Acute SBO is one of the most common acute abdominal diseases requiring urgent surgery. While artificial intelligence and abdominal computed tomography (CT) have been used to determine surgical treatment, differentiating normal cases, HGSBO requiring emergency surgery, and low-grade SBO (LGSBO) or paralytic ileus is difficult. METHODS: A deep learning classifier was used to predict high-risk acute SBO patients using CT images at a tertiary hospital. Images from three groups of subjects (normal, nonsurgical, and surgical) were extracted; the dataset used in the study included 578 cases from 250 normal subjects, with 209 HGSBO and 119 LGSBO patients; over 38 000 CT images were used. Data were analyzed from 1 June 2022 to 5 February 2023. The classification performance was assessed based on accuracy, sensitivity, specificity, and area under the receiver operating characteristic curve. RESULTS: After fivefold cross-validation, the WideResNet classifier using dual-branch architecture with depth retention pooling achieved an accuracy of 72.6%, an area under receiver operating characteristic of 0.90, a sensitivity of 72.6%, a specificity of 86.3%, a positive predictive value of 74.1%, and a negative predictive value of 86.6% on all the test sets. CONCLUSIONS: These results show the satisfactory performance of the deep learning classifier in predicting HGSBO compared to the previous machine learning model. The novel 3D classifier with dual-branch architecture and depth retention pooling based on artificial intelligence algorithms could be a reliable screening and decision-support tool for high-risk patients with SBO.","International journal of surgery (London, England)",Oh Seungmin,10.1097/JS9.0000000000000721,Q1,Int J Surg,Journal Article,"Department of Artificial Intelligence, Ajou University, Suwon, South Korea.",application,high
application,34876763,2022,2022 Jan,Application of CycleGAN and transfer learning techniques for automated detection of COVID-19 using X-ray images.,"Coronavirus (which is also known as COVID-19) is severely impacting the wellness and lives of many across the globe. There are several methods currently to detect and monitor the progress of the disease such as radiological image from patients' chests, measuring the symptoms and applying polymerase chain reaction (RT-PCR) test. X-ray imaging is one of the popular techniques used to visualise the impact of the virus on the lungs. Although manual detection of this disease using radiology images is more popular, it can be time-consuming, and is prone to human errors. Hence, automated detection of lung pathologies due to COVID-19 utilising deep learning (Bowles et al.) techniques can assist with yielding accurate results for huge databases. Large volumes of data are needed to achieve generalizable DL models; however, there are very few public databases available for detecting COVID-19 disease pathologies automatically. Standard data augmentation method can be used to enhance the models' generalizability. In this research, the Extensive COVID-19 X-ray and CT Chest Images Dataset has been used and generative adversarial network (GAN) coupled with trained, semi-supervised CycleGAN (SSA- CycleGAN) has been applied to augment the training dataset. Then a newly designed and finetuned Inception V3 transfer learning model has been developed to train the algorithm for detecting COVID-19 pandemic. The obtained results from the proposed Inception-CycleGAN model indicated Accuracy = 94.2%, Area under Curve = 92.2%, Mean Squared Error = 0.27, Mean Absolute Error = 0.16. The developed Inception-CycleGAN framework is ready to be tested with further COVID-19 X-Ray images of the chest.",Pattern recognition letters,Bargshady Ghazal,10.1007/978-1-4842-2766-4_7,Q1,Pattern Recognit Lett,Journal Article,"School of Business, University of Southern Queensland, 37 Sinnathamby Blvd, Springfield Central, QLD 4300, Australia.",application,high
application,41760719,2026,2026 Feb,Gear fault diagnosis of wind turbine drivetrains using multi-source information fusion and ensemble learning in a simulation bench study.,"UNLABELLED: Traditional static filtering often fails to extract gear fault features under the variable speed conditions of wind turbines, while single-source signal analysis struggles against strong environmental noise. To address these limitations, this paper proposes a gear fault diagnosis framework integrating a synergistic closed-loop preprocessing mechanism with supervised multi-source information fusion. First, a “speed smoothing-dynamic filtering-envelope analysis” closed-loop mechanism is established to mitigate spectral ambiguity caused by non-stationary rotation. By dynamically adjusting band-pass filter parameters based on Gaussian-smoothed speed signals, this approach precisely locks onto fault feature frequency bands and significantly enhances the signal-to-noise ratio during envelope demodulation. Subsequently, a multidimensional feature system comprising time-domain statistics, frequency-domain energy, wavelet packet coefficients, and gear-specific meshing characteristics is constructed, utilizing Linear Discriminant Analysis (LDA) for supervised dimensionality reduction. Empirical analysis demonstrates that LDA utilizes fault label information more effectively than unsupervised alternatives like PCA or t-SNE, maximizing inter-class separability. Finally, an accuracy-weighted ensemble classifier is designed based on validation performance, integrating the decision-making strengths of SVM, KNN, and Random Forest models. Experimental validation on a high-fidelity wind turbine drivetrain test bench yields a diagnostic accuracy of 98.8% under complex variable speed conditions, outperforming existing single-source methods and conventional deep learning models while demonstrating superior robustness. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1038/s41598-026-41117-x.",Scientific reports,Kang Xutao,10.3390/app15158563,Q1,Sci Rep,Journal Article,"Qinghai University, Xinning, 810016, China.",application,high
discourse,35970233,2023,2023 Jan,"Artificial intelligence in screening, diagnosis, and classification of diabetic macular edema: A systematic review.","We review the application of artificial intelligence (AI) techniques in the screening, diagnosis, and classification of diabetic macular edema (DME) by searching six databases- PubMed, Scopus, Web of Science, Science Direct, IEEE, and ACM- from January 1, 2005 to July 4, 2021. A total of 879 articles were extracted, and by applying inclusion and exclusion criteria, 38 articles were selected for more evaluation. The methodological quality of included studies was evaluated using the Quality Assessment for Diagnostic Accuracy Studies (QUADAS-2). We provide an overview of the current state of various AI techniques for DME screening, diagnosis, and classification using retinal imaging modalities such as optical coherence tomography (OCT) and color fundus photography (CFP). Based on our findings, deep learning models have an extraordinary capacity to provide an accurate and efficient system for DME screening and diagnosis. Using these in the processing of modalities leads to a significant increase in sensitivity and specificity values. The use of decision support systems and applications based on AI in processing retinal images provided by OCT and CFP increases the sensitivity and specificity in DME screening and detection.",Survey of ophthalmology,Shahriari Mohammad Hasan,10.1016/j.survophthal.2022.08.004,Q1,Surv Ophthalmol,Systematic Review; Journal Article,"Department of Health Information Technology and Management, School of Allied Medical Sciences, Shahid Beheshti University of Medical Sciences, Tehran, Iran.",application,high
application,32936018,2021,2021 Aug,Liver Steatosis Categorization on Contrast-Enhanced CT Using a Fully Automated Deep Learning Volumetric Segmentation Tool: Evaluation in 1204 Healthy Adults Using Unenhanced CT as a Reference Standard.,"BACKGROUND. Hepatic attenuation at unenhanced CT is linearly correlated with the MRI proton density fat fraction (PDFF). Liver fat quantification at contrast-enhanced CT is more challenging. OBJECTIVE. The purpose of this article is to evaluate liver steatosis categorization on contrast-enhanced CT using a fully automated deep learning volumetric hepatosplenic segmentation algorithm and unenhanced CT as the reference standard. METHODS. A fully automated volumetric hepatosplenic segmentation algorithm using 3D convolutional neural networks was applied to unenhanced and contrast-enhanced series from a sample of 1204 healthy adults (mean age, 45.2 years; 726 women, 478 men) undergoing CT evaluation for renal donation. The mean volumetric attenuation was computed from all designated liver and spleen voxels. PDFF was estimated from unenhanced CT attenuation and served as the reference standard. Contrast-enhanced attenuations were evaluated for detecting PDFF thresholds of 5% (mild steatosis, 10% and 15% (moderate steatosis); PDFF less than 5% was considered normal. RESULTS. Using unenhanced CT as reference, estimated PDFF was ≥ 5% (mild steatosis), ≥ 10%, and ≥ 15% (moderate steatosis) in 50.1% (n = 603), 12.5% (n = 151) and 4.8% (n = 58) of patients, respectively. ROC AUC values for predicting PDFF thresholds of 5%, 10%, and 15% using contrast-enhanced liver attenuation were 0.669, 0.854, and 0.962, respectively, and using contrast-enhanced liver-spleen attenuation difference were 0.662, 0.866, and 0.986, respectively. A total of 96.8% (90/93) of patients with contrast-enhanced liver attenuation less than 90 HU had steatosis (PDFF ≥ 5%); this threshold of less than 90 HU achieved sensitivity of 75.9% and specificity of 95.7% for moderate steatosis (PDFF ≥ 15%). Liver attenuation less than 100 HU achieved sensitivity of 34.0% and specificity of 94.2% for any steatosis (PDFF ≥ 5%). A total of 93.8% (30/32) of patients with contrast-enhanced liver-spleen attenuation difference 10 HU or less had moderate steatosis (PDFF ≥ 15%); a liver-spleen difference less than 5 HU achieved sensitivity of 91.4% and specificity of 95.0% for moderate steatosis. Liver-spleen difference less than 10 HU achieved sensitivity of 29.5% and specificity of 95.5% for any steatosis (PDFF ≥ 5%). CONCLUSION. Contrast-enhanced volumetric hepatosplenic attenuation derived using a fully automated deep learning CT tool may allow objective categoric assessment of hepatic steatosis. Accuracy was better for moderate than mild steatosis. Further confirmation using different scanning protocols and vendors is warranted. CLINICAL IMPACT. If these results are confirmed in independent patient samples, this automated approach could prove useful for both individualized and population-based steatosis assessment.",AJR. American journal of roentgenology,Pickhardt Perry J,10.2214/AJR.20.24415,Q1,AJR Am J Roentgenol,"Journal Article; Research Support, N.I.H., Intramural","Department of Radiology, The University of Wisconsin School of Medicine & Public Health, E3/311 Clinical Science Center, 600 Highland Ave, Madison, WI 53792-3252.",application,high
application,41629584,2026,2026 Feb,Cardiovascular measures from abdominal MRI provide insights into abdominal vessel genetic architecture.,"BACKGROUND: Cardiovascular disease remains a major source of morbidity and mortality, and population imaging studies have yielded insights into disease etiology and risk. METHODS: In this study, we segment the heart, aorta, and vena cava from abdominal magnetic resonance imaging (MRI) scans using deep learning. We generate six image-derived phenotypes (IDP): heart volume, four aortic and one vena cava cross-sectional areas (CSA), from 44,541 UK Biobank participants, and explore their associations with disease outcomes, as well as genetic and environmental factors. RESULTS: Here we show concordance between our IDPs and related IDPs from cardiac magnetic resonance imaging, the current gold standard, and replicate previous findings related to sex differences and age-related changes in heart and vessel dimensions. We identify a significant association between infrarenal descending aorta CSA and incident abdominal aortic aneurysm, and between heart volume and several cardiovascular disorders. In a genome-wide association study, we identify 72 associations at 59 loci (15 novel). We derive a polygenic risk score for each trait and demonstrated an association with thoracic aneurysm diagnosis, pointing to a potential screening opportunity. We demonstrate substantial genetic correlation with cardiovascular traits including aneurysms, varicose veins, dysrhythmia, and cardiac failure. Finally, heritability enrichment analysis implicates vascular tissue in the heritability of these traits. CONCLUSIONS: This study illustrates the value of non-specific abdominal MRI for exploring cardiovascular disease risk in cohort studies, and identifies novel genetic associations with vascular dimensions. Heart disease is a major health problem. This study explored whether whole-body MRI scans, medical scans that use magnetic fields and radio waves to create detailed images of the inside of the body, could provide useful insights into heart and blood vessel health. Currently MRI is not typically used for heart analysis, By analyzing data from over 44,000 people, we found links between heart size, blood vessel health, and disease risk. We confirmed our results with other types of heart scan and identified inherited (genetic) factors influencing heart and vessel size. Larger aortas were linked to aneurysms (swelling of the artery wall), and heart volume was connected to heart disease. We also developed a genetic risk score that could help predict certain conditions. Our study shows how artificial intelligence (AI) and MRI scans can improve heart disease research and possibly be used to identify and hence prevent heart disease.",Communications medicine,Basty Nicolas,10.1093/braincomms/fcac119,Q1,Commun Med (Lond),Journal Article,"Research Centre for Optimal Health, School of Life Sciences, University of Westminster, London, UK.",application,high
application,38185182,2024,2024 May,Automated artificial intelligence-based phase-recognition system for esophageal endoscopic submucosal dissection (with video).,"BACKGROUND AND AIMS: Endoscopic submucosal dissection (ESD) for superficial esophageal cancer is a multistep treatment involving several endoscopic processes. Although analyzing each phase separately is worthwhile, it is not realistic in practice owing to the need for considerable manpower. To solve this problem, we aimed to establish a state-of-the-art artificial intelligence (AI)-based system, specifically, an automated phase-recognition system that can automatically identify each endoscopic phase based on video images. METHODS: Ninety-four videos of ESD procedures for superficial esophageal cancer were evaluated in this single-center study. A deep neural network-based phase-recognition system was developed in an automated manner to recognize each of the endoscopic phases. The system was trained with the use of videos that were annotated and verified by 2 GI endoscopists. RESULTS: The overall accuracy of the AI model for automated phase recognition was 90%, and the average precision, recall, and F value rates were 91%, 90%, and 90%, respectively. Two representative ESD videos predicted by the model indicated the usability of AI in clinical practice. CONCLUSIONS: We demonstrated that an AI-based automated phase-recognition system for esophageal ESD can be established with high accuracy. To the best of our knowledge, this is the first report on automated recognition of ESD treatment phases. Because this system enabled a detailed analysis of phases, collecting large volumes of data in the future may help to identify quality indicators for treatment techniques and uncover unmet medical needs that necessitate the creation of new treatment methods and devices.",Gastrointestinal endoscopy,Furube Tasuku,10.1016/j.gie.2023.12.037,Q1,Gastrointest Endosc,"Journal Article; Video-Audio Media; Research Support, Non-U.S. Gov't","Department of Surgery, Keio University School of Medicine, Tokyo, Japan.",application,high
application,36743439,2022,2022 Jan,2.5D and 3D segmentation of brain metastases with deep learning on multinational MRI data.,"INTRODUCTION: Management of patients with brain metastases is often based on manual lesion detection and segmentation by an expert reader. This is a time- and labor-intensive process, and to that end, this work proposes an end-to-end deep learning segmentation network for a varying number of available MRI available sequences. METHODS: We adapt and evaluate a 2.5D and a 3D convolution neural network trained and tested on a retrospective multinational study from two independent centers, in addition, nnU-Net was adapted as a comparative benchmark. Segmentation and detection performance was evaluated by: (1) the dice similarity coefficient, (2) a per-metastases and the average detection sensitivity, and (3) the number of false positives. RESULTS: The 2.5D and 3D models achieved similar results, albeit the 2.5D model had better detection rate, whereas the 3D model had fewer false positive predictions, and nnU-Net had fewest false positives, but with the lowest detection rate. On MRI data from center 1, the 2.5D, 3D, and nnU-Net detected 79%, 71%, and 65% of all metastases; had an average per patient sensitivity of 0.88, 0.84, and 0.76; and had on average 6.2, 3.2, and 1.7 false positive predictions per patient, respectively. For center 2, the 2.5D, 3D, and nnU-Net detected 88%, 86%, and 78% of all metastases; had an average per patient sensitivity of 0.92, 0.91, and 0.85; and had on average 1.0, 0.4, and 0.1 false positive predictions per patient, respectively. DISCUSSION/CONCLUSION: Our results show that deep learning can yield highly accurate segmentations of brain metastases with few false positives in multinational data, but the accuracy degrades for metastases with an area smaller than 0.4 cm2.",Frontiers in neuroinformatics,Ottesen Jon André,10.1148/radiol.2020191479,Q1,Front Neuroinform,Journal Article,"CRAI, Division of Radiology and Nuclear Medicine, Department of Physics and Computational Radiology, Oslo University Hospital, Oslo, Norway.",application,high
application,39954511,2025,2025 May,Vertical federated learning based on data subset representation for healthcare application.,"BACKGROUND AND OBJECTIVE: Artificial intelligence is increasingly essential for disease classification and clinical diagnosis tasks in healthcare. Given the strict privacy needs of healthcare data, Vertical Federated Learning (VFL) has been introduced. VFL allows multiple hospitals to collaboratively train models on vertically partitioned data, where each holds only the patient's partial data features, thus maintaining patient confidentiality. However, VFL applications in healthcare scenarios with fewer samples and labels are challenging because existing methods heavily depend on labeled samples and do not consider the intrinsic connections among the data across hospitals. METHODS: This paper proposes FedRL, a representation-based VFL method that enhances the performance of downstream tasks by utilizing aligned data for federated representation pretraining. The proposed method creates the same feature dimensions subsets by splitting the local data, exploiting the relationships among these subsets, constructing a bespoke loss function, and collaboratively training a representation model to these subsets across all participating hospitals. This model captures the latent representations of the global data, which are then applied to the downstream classification tasks. RESULTS AND CONCLUSION: The proposed FedRL method was validated through experiments on three healthcare datasets. The results demonstrate that the proposed method outperforms several existing methods across three performance metrics. Specifically, FedRL achieves average improvements of 4.7%, 5.6%, and 4.8% in accuracy, AUC, and F1-score, respectively, compared to current methods. In addition, FedRL demonstrates greater robustness and consistent performance in scenarios with limited labeled samples, thereby confirming its effectiveness and potential use in healthcare data analysis.",Computer methods and programs in biomedicine,Shi Yukun,10.1016/j.cmpb.2025.108623,Q1,Comput Methods Programs Biomed,Journal Article,"School of Cyberspace, Hangzhou Dianzi University, Hangzhou, 310018, China.",application,high
discourse,40108714,2025,2025 Mar,From virtual to reality: innovative practices of digital twins in tumor therapy.,"BACKGROUND: As global cancer incidence and mortality rise, digital twin technology in precision medicine offers new opportunities for cancer treatment. OBJECTIVE: This study aims to systematically analyze the current applications, research trends, and challenges of digital twin technology in tumor therapy, while exploring future directions. METHODS: Relevant literature up to 2024 was retrieved from PubMed, Web of Science, and other databases. Data visualization was performed using R and VOSviewer software. The analysis includes the research initiation and trends, funding models, global research distribution, sample size analysis, and data processing and artificial intelligence applications. Furthermore, the study investigates the specific applications and effectiveness of digital twin technology in tumor diagnosis, treatment decision-making, prognosis prediction, and personalized management. RESULTS: Since 2020, research on digital twin technology in oncology has surged, with significant contributions from the United States, Germany, Switzerland, and China. Funding primarily comes from government agencies, particularly the National Institutes of Health in the U.S. Sample size analysis reveals that large-sample studies have greater clinical reliability, while small-sample studies emphasize technology validation. In data processing and artificial intelligence applications, the integration of medical imaging, multi-omics data, and AI algorithms is key. By combining multimodal data integration with dynamic modeling, the accuracy of digital twin models has been significantly improved. However, the integration of different data types still faces challenges related to tool interoperability and limited standardization. Specific applications of digital twin technology have shown significant advantages in diagnosis, treatment decision-making, prognosis prediction, and surgical planning. CONCLUSION: Digital twin technology holds substantial promise in tumor therapy by optimizing personalized treatment plans through integrated multimodal data and dynamic modeling. However, the study is limited by factors such as language restrictions, potential selection bias, and the relatively small number of published studies in this emerging field, which may affect the comprehensiveness and generalizability of our findings. Moreover, issues related to data heterogeneity, technical integration, and data privacy and ethics continue to impede its broader clinical application. Future research should promote international collaboration, establish unified interdisciplinary standards, and strengthen ethical regulations to accelerate the clinical translation of digital twin technology in cancer treatment.",Journal of translational medicine,Shen Shiying,10.1002/hsr2.70008,Q1,J Transl Med,Journal Article; Review,"School of Nursing, Hangzhou Normal University, No.2318, Yuhangtang Road, Yuhang District, Hangzhou, 310021, China.",application,high
application,37615416,2023,2023 Aug,An artificial intelligence-based pipeline for automated detection and localisation of epileptic sources from magnetoencephalography.,"Objective.Magnetoencephalography (MEG) is a powerful non-invasive diagnostic modality for presurgical epilepsy evaluation. However, the clinical utility of MEG mapping for localising epileptic foci is limited by its low efficiency, high labour requirements, and considerable interoperator variability. To address these obstacles, we proposed a novel artificial intelligence-based automated magnetic source imaging (AMSI) pipeline for automated detection and localisation of epileptic sources from MEG data.Approach.To expedite the analysis of clinical MEG data from patients with epilepsy and reduce human bias, we developed an autolabelling method, a deep-learning model based on convolutional neural networks and a hierarchical clustering method based on a perceptual hash algorithm, to enable the coregistration of MEG and magnetic resonance imaging, the detection and clustering of epileptic activity, and the localisation of epileptic sources in a highly automated manner. We tested the capability of the AMSI pipeline by assessing MEG data from 48 epilepsy patients.Main results.The AMSI pipeline was able to rapidly detect interictal epileptiform discharges with 93.31% ± 3.87% precision based on a 35-patient dataset (with sevenfold patientwise cross-validation) and robustly rendered accurate localisation of epileptic activity with a lobar concordance of 87.18% against interictal and ictal stereo-electroencephalography findings in a 13-patient dataset. We also showed that the AMSI pipeline accomplishes the necessary processes and delivers objective results within a much shorter time frame (∼12 min) than traditional manual processes (∼4 h).Significance.The AMSI pipeline promises to facilitate increased utilisation of MEG data in the clinical analysis of patients with epilepsy.",Journal of neural engineering,Zheng Li,10.1088/1741-2552/acef92,Q1,J Neural Eng,"Journal Article; Research Support, Non-U.S. Gov't","Beijing City Key Laboratory of Medical Physics and Engineering, Institution of Heavy Ion Physics, School of Physics, Peking University, Beijing, People's Republic of China.",application,high
application,37738503,2024,2024 Jul,THGNCDA: circRNA-disease association prediction based on triple heterogeneous graph network.,"Circular RNAs (circRNAs) are a class of noncoding RNA molecules featuring a closed circular structure. They have been proved to play a significant role in the reduction of many diseases. Besides, many researches in clinical diagnosis and treatment of disease have revealed that circRNA can be considered as a potential biomarker. Therefore, understanding the association of circRNA and diseases can help to forecast some disorders of life activities. However, traditional biological experimental methods are time-consuming. The most common method for circRNA-disease association prediction on the basis of machine learning can avoid this, which relies on diverse data. Nevertheless, topological information of circRNA and disease usually is not involved in these methods. Moreover, circRNAs can be associated with diseases through miRNAs. With these considerations, we proposed a novel method, named THGNCDA, to predict the association between circRNAs and diseases. Specifically, for a certain pair of circRNA and disease, we employ a graph neural network with attention to learn the importance of its each neighbor. In addition, we use a multilayer convolutional neural network to explore the relationship of a circRNA-disease pair based on their attributes. When calculating embeddings, we introduce the information of miRNAs. The results of experiments show that THGNCDA outperformed the SOTA methods. In addition, it can be observed that our method gives a better recall rate. To confirm the significance of attention, we conducted extensive ablation studies. Case studies on Urinary Bladder and Prostatic Neoplasms further show THGNCDA's ability in discovering known relationships between circRNA candidates and diseases.",Briefings in functional genomics,Guo Yuwei,10.1093/bfgp/elad042,Q2,Brief Funct Genomics,"Journal Article; Research Support, Non-U.S. Gov't","School of Mathematics and Physics, China University of Geosciences, 388 Lumo Road, Hongshan District, 430074, Wuhan, Hubei, China.",application,high
discourse,34118454,2021,2021 Aug,"Digital health, big data and smart technologies for the care of patients with systemic autoimmune diseases: Where do we stand?","The past decade has seen tremendous development in digital health, including in innovative new technologies such as Electronic Health Records, telemedicine, virtual visits, wearable technology and sophisticated analytical tools such as artificial intelligence (AI) and machine learning for the deep-integration of big data. In the field of rare connective tissue diseases (rCTDs), these opportunities include increased access to scarce and remote expertise, improved patient monitoring, increased participation and therapeutic adherence, better patient outcomes and patient empowerment. In this review, we discuss opportunities and key-barriers to improve application of digital health technologies in the field of autoimmune diseases. We also describe what could be the fully digital pathway of rCTD patients. Smart technologies can be used to provide real-world evidence about the natural history of rCTDs, to determine real-life drug utilization, advanced efficacy and safety data for rare diseases and highlight significant unmet needs. Yet, digitalization remains one of the most challenging issues faced by rCTD patients, their physicians and healthcare systems. Digital health technologies offer enormous potential to improve autoimmune rCTD care but this potential has so far been largely unrealized due to those significant obstacles. The need for robust assessments of the efficacy, affordability and scalability of AI in the context of digital health is crucial to improve the care of patients with rare autoimmune diseases.",Autoimmunity reviews,Bergier Hugo,10.1016/j.autrev.2021.102864,Q1,Autoimmun Rev,Journal Article; Review,"Service de rhumatologie, Centre National de Référence des Maladies Auto-immunes Systémiques Rares Est Sud-Ouest (RESO), Hôpitaux Universitaires de Strasbourg, Strasbourg, France.",discourse,high
discourse,40898015,2025,2025 Sep,Artificial intelligence in headache medicine: between automation and the doctor-patient relationship. A systematic review.,"BACKGROUND: Headache disorders, particularly migraine, are highly prevalent, but often remain underdiagnosed and undertreated. Artificial intelligence (AI) offers promising applications in diagnosis, prediction of attacks, analysis of neuroimaging and neurophysiology data, and treatment selection. Its use in headache medicine raises ethical, regulatory, and clinical questions, including its impact on the doctor-patient relationship. METHODS: A systematic literature search was conducted on April 10, 2025, across PubMed, Cochrane Library, Scopus, Web of Science, and DOAJ, following PRISMA guidelines. Two reviewers independently applied strict inclusion criteria to select studies published from 2000 to 2025 in either English or Spanish. Risk of bias was assessed using validated tools tailored to study design, including the Quality Assessment of Diagnostic Accuracy Studies-2 (QUADAS-2), Prediction Model Risk of Bias Assessment Tool (PROBAST), Newcastle-Ottawa Scale (NOS), and Appraisal Tool for Cross-Sectional Studies (AXIS). RESULTS: A total of 76 studies were included in the qualitative synthesis. The analysis covered AI methodologies, clinical applications, patient perspectives, and ethical implications. AI tools have shown potential to improve diagnostic accuracy, headache subtype classification, and prediction of treatment response, and may help reduce the administrative burden in clinical practice. Emerging technologies such as digital twins, wearable biomarker monitoring, and synthetic data generation support personalized approaches and may reshape clinical research. However, significant challenges remain. These include data quality, model interpretability, algorithmic bias, privacy concerns, and regulatory gaps. Moreover, the evidence base is still developing, with expectations often exceeding the strength of available clinical data. Many studies present methodological limitations due to small sample sizes, selection bias, and lack of external validation, which limit their generalizability to real-world settings. Finally, concerns about depersonalization and transparency affect patient trust in AI, reinforcing the need for both human oversight and a patient-centered approach. CONCLUSIONS: AI holds promise for improving headache care, but evidence supporting its clinical utility is still limited. Integration into practice must be rigorously validated, ethically guided, and carefully designed to prevent depersonalization. Human oversight remains essential as AI should complement, not replace, clinical judgment.",The journal of headache and pain,Espinoza-Vinces Christian,10.33093/jiwe.2025.4.1.20,Q1,J Headache Pain,Journal Article; Systematic Review,"Department of Neurology, Clínica Universidad de Navarra, Pamplona, Spain.",discourse,high
application,40882581,2025,2025 Sep,Sense-of-agency as clinically accessible features for schizophrenia prediction: Interpretable ensemble machine learning research and webserver development.,"Schizophrenia is a high-risk, high-burden psychiatric disorder characterized by a prolonged course and severe disability. Accurate identification and early intervention can mitigate socioeconomic adversities, including illness-induced poverty and public safety risks. Traditional diagnosis relies predominantly on structured clinical interviews, with clinicians using positive symptoms as key diagnostic indicators for schizophrenia and related disorders. Recent advances in machine learning-driven computer-aided diagnostic systems have emerged as a transformative frontier. These systems can effectively capture correlations between quantifiable features and schizophrenia, enabling not only auxiliary diagnostic predictions but also providing potential directions for clinical treatment. Notably, deficits in sense of agency (SoA) represent a core feature of schizophrenia; however, directly predicting schizophrenia based on SoA deficits and quantifying their diagnostic significance remain critical unresolved challenges. In this work, one hundred and fifty-five participants were recruited, and interpretable ensemble machine learning models were developed to investigate the SoA features for schizophrenia prediction and interpretability analysis. First, agency rating, time interval estimation and intentional binding methods were used for SoA features generation. Then, six baseline machine learning algorithms were trained, with RF and TabPFN demonstrating optimal performance. To further enhance reliability, an ensemble modeling strategy with RF and TabPFN was implemented, yielding a high-performance classifier SchNet (Accuracy of 0.90, F1-Score of 0.91). To bridge theory and practice, we also deployed SchNet webserver (https://github.com/jourmore/SchNet-webserver), offering SoA test online, schizophrenia risk prediction and interpretability analysis. This tool serves as a translational bridge between computer research and clinical application, supporting data-informed therapeutic strategies for schizophrenia.",Asian journal of psychiatry,Pan Chaochao,10.1016/j.ajp.2025.104674,Q1,Asian J Psychiatr,Journal Article,"School of Psychology, Northwest Normal University, Lanzhou 730070, China.",application,high
